id,lat,lon,marker,route_name,mode_route_id,source_actual,destination_actual,source_id,destination_id,order
2324,1.3403113,103.6826766,11,Shuttle_CWR,4,378228,378229,10,11,4
2325,1.3404792,103.6829499,11,Shuttle_CWR,4,378228,378229,10,11,5
2326,1.3406612,103.6832027,11,Shuttle_CWR,4,378228,378229,10,11,6
2327,1.3409023,103.6835111,11,Shuttle_CWR,4,378228,378229,10,11,7
2328,1.3409654,103.6835931,11,Shuttle_CWR,4,378228,378229,10,11,8
2329,1.3410477,103.6836875,11,Shuttle_CWR,4,378228,378229,10,11,9
2330,1.3411448,103.6837546,11,Shuttle_CWR,4,378228,378229,10,11,10
2331,1.3412561,103.6838087,11,Shuttle_CWR,4,378228,378229,10,11,11
2332,1.3413793,103.6838487,11,Shuttle_CWR,4,378228,378229,10,11,12
2333,1.3415277,103.6838789,11,Shuttle_CWR,4,378228,378229,10,11,13
2334,1.3416613,103.6838763,11,Shuttle_CWR,4,378228,378229,10,11,14
2335,1.3422952,103.6837431,11,Shuttle_CWR,4,378228,378229,10,11,15
2336,1.34248369,103.683697,11,Shuttle_CWR,4,378228,378229,10,11,16
2337,1.34248369,103.683697,11,Shuttle_CWR,4,378228,378229,10,11,17
2338,1.34248369,103.683697,11,Shuttle_CWR,4,378228,378229,10,11,18
2339,1.34248369,103.683697,12,Shuttle_CWR,4,378229,378230,11,12,0
2340,1.34248369,103.683697,12,Shuttle_CWR,4,378229,378230,11,12,1
2341,1.34248369,103.683697,12,Shuttle_CWR,4,378229,378230,11,12,2
2342,1.342609,103.6836794,12,Shuttle_CWR,4,378229,378230,11,12,3
2343,1.3427015,103.6836743,12,Shuttle_CWR,4,378229,378230,11,12,4
2344,1.3427815,103.6836793,12,Shuttle_CWR,4,378229,378230,11,12,5
2345,1.3428869,103.6837044,12,Shuttle_CWR,4,378229,378230,11,12,6
2346,1.3429717,103.6837514,12,Shuttle_CWR,4,378229,378230,11,12,7
2347,1.3430475,103.68383,12,Shuttle_CWR,4,378229,378230,11,12,8
2348,1.3431342,103.6839343,12,Shuttle_CWR,4,378229,378230,11,12,9
2349,1.3434477,103.6843069,12,Shuttle_CWR,4,378229,378230,11,12,10
2350,1.3437092,103.6846177,12,Shuttle_CWR,4,378229,378230,11,12,11
2351,1.3437479,103.6846648,12,Shuttle_CWR,4,378229,378230,11,12,12
2352,1.3437943,103.6847412,12,Shuttle_CWR,4,378229,378230,11,12,13
2353,1.3438311,103.6848373,12,Shuttle_CWR,4,378229,378230,11,12,14
2354,1.34384,103.6849605,12,Shuttle_CWR,4,378229,378230,11,12,15
2355,1.3438294,103.6851517,12,Shuttle_CWR,4,378229,378230,11,12,16
2356,1.3438043,103.685337,12,Shuttle_CWR,4,378229,378230,11,12,17
2357,1.3436788,103.6860901,12,Shuttle_CWR,4,378229,378230,11,12,18
2358,1.3436718,103.6861673,12,Shuttle_CWR,4,378229,378230,11,12,19
2359,1.343674264,103.6861861,12,Shuttle_CWR,4,378229,378230,11,12,20
2360,1.343674264,103.6861861,12,Shuttle_CWR,4,378229,378230,11,12,21
2361,1.343674264,103.6861861,12,Shuttle_CWR,4,378229,378230,11,12,22
2362,1.343674264,103.6861861,12,Shuttle_CWR,4,378229,378230,11,12,23
2363,1.343674264,103.6861861,12,Shuttle_CWR,4,378229,378230,11,12,24
2364,1.343674264,103.6861861,12,Shuttle_CWR,4,378229,378230,11,12,25
2365,1.3436666,103.6862248,12,Shuttle_CWR,4,378229,378230,11,12,26
2366,1.3436634,103.686363,12,Shuttle_CWR,4,378229,378230,11,12,27
2367,1.3436737,103.6865169,12,Shuttle_CWR,4,378229,378230,11,12,28
2368,1.3436893,103.6866584,12,Shuttle_CWR,4,378229,378230,11,12,29
2369,1.343737,103.6868563,12,Shuttle_CWR,4,378229,378230,11,12,30
2370,1.3437715,103.6869724,12,Shuttle_CWR,4,378229,378230,11,12,31
2371,1.3437715,103.6869724,13,Shuttle_CWR,4,378230,383018,12,29,0
2372,1.3438615,103.6871876,13,Shuttle_CWR,4,378230,383018,12,29,1
2373,1.343919,103.6872996,13,Shuttle_CWR,4,378230,383018,12,29,2
2374,1.3440536,103.6875155,13,Shuttle_CWR,4,378230,383018,12,29,3
2375,1.3440536,103.6875155,14,Shuttle_CWR,4,383018,377906,29,1,0
2376,1.3443466,103.6878757,14,Shuttle_CWR,4,383018,377906,29,1,1
2377,1.3447052,103.6882505,14,Shuttle_CWR,4,383018,377906,29,1,2
2378,1.3448441,103.6883932,14,Shuttle_CWR,4,383018,377906,29,1,3
2379,1.3449955,103.6885625,14,Shuttle_CWR,4,383018,377906,29,1,4
2380,1.3455375,103.6891683,14,Shuttle_CWR,4,383018,377906,29,1,5
2381,1.3458167,103.6894832,14,Shuttle_CWR,4,383018,377906,29,1,6
2382,1.3460229,103.6896598,14,Shuttle_CWR,4,383018,377906,29,1,7
2383,1.3461722,103.6897343,14,Shuttle_CWR,4,383018,377906,29,1,8
2384,1.346247,103.6897588,14,Shuttle_CWR,4,383018,377906,29,1,9
2385,1.3463182,103.6897646,14,Shuttle_CWR,4,383018,377906,29,1,10
2386,1.3465127,103.6897658,14,Shuttle_CWR,4,383018,377906,29,1,11
2387,1.3467104,103.6897634,14,Shuttle_CWR,4,383018,377906,29,1,12
2388,1.3468773,103.6897599,14,Shuttle_CWR,4,383018,377906,29,1,13
2389,1.3468884,103.6897156,14,Shuttle_CWR,4,383018,377906,29,1,14
2390,1.3469083,103.6896927,14,Shuttle_CWR,4,383018,377906,29,1,15
2391,1.3469354,103.6896794,14,Shuttle_CWR,4,383018,377906,29,1,16
2392,1.3469656,103.6896775,14,Shuttle_CWR,4,383018,377906,29,1,17
2393,1.3469942,103.6896875,14,Shuttle_CWR,4,383018,377906,29,1,18
2394,1.3470166,103.6897078,14,Shuttle_CWR,4,383018,377906,29,1,19
2395,1.3470295,103.6897351,14,Shuttle_CWR,4,383018,377906,29,1,20
2396,1.3470309,103.6897655,14,Shuttle_CWR,4,383018,377906,29,1,21
2397,1.3470203,103.689794,14,Shuttle_CWR,4,383018,377906,29,1,22
2398,1.3469995,103.6898161,14,Shuttle_CWR,4,383018,377906,29,1,23
2399,1.3470084,103.689934,14,Shuttle_CWR,4,383018,377906,29,1,24
2400,1.3470205,103.6900455,14,Shuttle_CWR,4,383018,377906,29,1,25
2401,1.347024,103.690123,14,Shuttle_CWR,4,383018,377906,29,1,26
2402,1.3470118,103.6901877,14,Shuttle_CWR,4,383018,377906,29,1,27
2403,1.3469718,103.6902649,14,Shuttle_CWR,4,383018,377906,29,1,28
2404,1.3469104,103.690306,14,Shuttle_CWR,4,383018,377906,29,1,29
2405,1.346616,103.6904106,14,Shuttle_CWR,4,383018,377906,29,1,30
2406,1.3461494,103.6905932,14,Shuttle_CWR,4,383018,377906,29,1,31
2407,1.3457908,103.6907513,14,Shuttle_CWR,4,383018,377906,29,1,32
2408,1.3454735,103.6908857,14,Shuttle_CWR,4,383018,377906,29,1,33
2409,1.3454469,103.6908969,14,Shuttle_CWR,4,383018,377906,29,1,34
2410,1.3450665,103.6911061,14,Shuttle_CWR,4,383018,377906,29,1,35
2411,1.3443691,103.6915392,14,Shuttle_CWR,4,383018,377906,29,1,36
2412,1.3430877,103.6925818,14,Shuttle_CWR,4,383018,377906,29,1,37
2413,1.3426025,103.6929683,14,Shuttle_CWR,4,383018,377906,29,1,38
2414,1.3421435,103.6933341,14,Shuttle_CWR,4,383018,377906,29,1,39
2415,1.3420932,103.6933723,14,Shuttle_CWR,4,383018,377906,29,1,40
2416,1.341855,103.693567,14,Shuttle_CWR,4,383018,377906,29,1,41
2417,1.3410584,103.6942177,14,Shuttle_CWR,4,383018,377906,29,1,42
2418,1.3405227,103.6946369,14,Shuttle_CWR,4,383018,377906,29,1,43
2419,1.3399472,103.6949933,14,Shuttle_CWR,4,383018,377906,29,1,44
2420,1.3398485,103.6950504,14,Shuttle_CWR,4,383018,377906,29,1,45
2421,1.3396001,103.6951852,14,Shuttle_CWR,4,383018,377906,29,1,46
2422,1.3394177,103.6952842,14,Shuttle_CWR,4,383018,377906,29,1,47
2423,1.3390897,103.6954737,14,Shuttle_CWR,4,383018,377906,29,1,48
2424,1.3387239,103.6956481,14,Shuttle_CWR,4,383018,377906,29,1,49
2425,1.3381348,103.6958638,14,Shuttle_CWR,4,383018,377906,29,1,50
2426,1.3376741,103.6960139,14,Shuttle_CWR,4,383018,377906,29,1,51
2427,1.337710664,103.6972529,14,Shuttle_CWR,4,383018,377906,29,1,52
2428,1.337710664,103.6972529,14,Shuttle_CWR,4,383018,377906,29,1,53
2429,1.337710664,103.6972529,14,Shuttle_CWR,4,383018,377906,29,1,54
2430,1.337710664,103.6972529,1,Shuttle_CR,1,377906,378233,1,2,0
2431,1.337710664,103.697505,1,Shuttle_CR,1,377906,378233,1,2,1
2432,1.3377114,103.6980288,1,Shuttle_CR,1,377906,378233,1,2,2
2433,1.3377119,103.6981331,1,Shuttle_CR,1,377906,378233,1,2,3
2434,1.3377965,103.6985016,1,Shuttle_CR,1,377906,378233,1,2,4
2435,1.3378464,103.6985953,1,Shuttle_CR,1,377906,378233,1,2,5
2436,1.3378772,103.6986215,1,Shuttle_CR,1,377906,378233,1,2,6
2437,1.3380176,103.6986878,1,Shuttle_CR,1,377906,378233,1,2,7
2438,1.3381407,103.6986951,1,Shuttle_CR,1,377906,378233,1,2,8
2439,1.3383205,103.6986388,1,Shuttle_CR,1,377906,378233,1,2,9
2440,1.3385963,103.6985236,1,Shuttle_CR,1,377906,378233,1,2,10
2441,1.339169,103.6982576,1,Shuttle_CR,1,377906,378233,1,2,11
2442,1.3395612,103.6981103,1,Shuttle_CR,1,377906,378233,1,2,12
2443,1.3398712,103.697983,1,Shuttle_CR,1,377906,378233,1,2,13
2444,1.3399275,103.6979512,1,Shuttle_CR,1,377906,378233,1,2,14
2445,1.3402217,103.6977849,1,Shuttle_CR,1,377906,378233,1,2,15
2446,1.3404852,103.6976176,1,Shuttle_CR,1,377906,378233,1,2,16
2447,1.3407459,103.6973695,1,Shuttle_CR,1,377906,378233,1,2,17
2448,1.3408815,103.6972432,1,Shuttle_CR,1,377906,378233,1,2,18
2449,1.3412382,103.6968681,1,Shuttle_CR,1,377906,378233,1,2,19
2450,1.3414236,103.6966744,1,Shuttle_CR,1,377906,378233,1,2,20
2451,1.3414423,103.6965065,1,Shuttle_CR,1,377906,378233,1,2,21
2452,1.3414335,103.6964078,1,Shuttle_CR,1,377906,378233,1,2,22
2453,1.3413906,103.6963007,1,Shuttle_CR,1,377906,378233,1,2,23
2454,1.3410952,103.6960204,1,Shuttle_CR,1,377906,378233,1,2,24
2455,1.3402835,103.6953888,1,Shuttle_CR,1,377906,378233,1,2,25
2456,1.3398485,103.6950504,1,Shuttle_CR,1,377906,378233,1,2,26
2457,1.3397793,103.6949439,1,Shuttle_CR,1,377906,378233,1,2,27
2458,1.3398923,103.6948871,1,Shuttle_CR,1,377906,378233,1,2,28
2459,1.3404454,103.6945179,1,Shuttle_CR,1,377906,378233,1,2,29
2460,1.3409833,103.6941057,1,Shuttle_CR,1,377906,378233,1,2,30
2461,1.3420178,103.6932788,1,Shuttle_CR,1,377906,378233,1,2,31
2462,1.3420666,103.693236,1,Shuttle_CR,1,377906,378233,1,2,32
2463,1.3430054,103.6924829,1,Shuttle_CR,1,377906,378233,1,2,33
2464,1.3443011,103.6914367,1,Shuttle_CR,1,377906,378233,1,2,34
2465,1.3449977,103.6909879,1,Shuttle_CR,1,377906,378233,1,2,35
2466,1.3454414,103.6907596,1,Shuttle_CR,1,377906,378233,1,2,36
2467,1.3460728,103.6904891,1,Shuttle_CR,1,377906,378233,1,2,37
2468,1.3465992,103.6902674,1,Shuttle_CR,1,377906,378233,1,2,38
2469,1.3467689,103.69022,1,Shuttle_CR,1,377906,378233,1,2,39
2470,1.3468581,103.6901766,1,Shuttle_CR,1,377906,378233,1,2,40
2471,1.346893,103.6901421,1,Shuttle_CR,1,377906,378233,1,2,41
2472,1.3469214,103.6900722,1,Shuttle_CR,1,377906,378233,1,2,42
2473,1.3469297,103.6900203,1,Shuttle_CR,1,377906,378233,1,2,43
2474,1.3469239,103.6899276,1,Shuttle_CR,1,377906,378233,1,2,44
2475,1.3469108,103.6898162,1,Shuttle_CR,1,377906,378233,1,2,45
2476,1.3468916,103.6897966,1,Shuttle_CR,1,377906,378233,1,2,46
2477,1.3468805,103.6897716,1,Shuttle_CR,1,377906,378233,1,2,47
2478,1.3468773,103.6897599,1,Shuttle_CR,1,377906,378233,1,2,48
2479,1.3467104,103.6897634,1,Shuttle_CR,1,377906,378233,1,2,49
2480,1.3465127,103.6897658,1,Shuttle_CR,1,377906,378233,1,2,50
2481,1.3463182,103.6897646,1,Shuttle_CR,1,377906,378233,1,2,51
2482,1.346247,103.6897588,1,Shuttle_CR,1,377906,378233,1,2,52
2483,1.3461722,103.6897343,1,Shuttle_CR,1,377906,378233,1,2,53
2484,1.3460229,103.6896598,1,Shuttle_CR,1,377906,378233,1,2,54
2485,1.3458167,103.6894832,1,Shuttle_CR,1,377906,378233,1,2,55
2486,1.3455375,103.6891683,1,Shuttle_CR,1,377906,378233,1,2,56
2487,1.3449955,103.6885625,1,Shuttle_CR,1,377906,378233,1,2,57
2488,1.3449874,103.6885074,1,Shuttle_CR,1,377906,378233,1,2,58
2489,1.344981,103.6883994,1,Shuttle_CR,1,377906,378233,1,2,59
2490,1.3450084,103.6882966,1,Shuttle_CR,1,377906,378233,1,2,60
2491,1.3452394,103.6881607,1,Shuttle_CR,1,377906,378233,1,2,61
2492,1.3456837,103.6878628,1,Shuttle_CR,1,377906,378233,1,2,62
2493,1.345755085,103.6878008,1,Shuttle_CR,1,377906,378233,1,2,63
2494,1.345755085,103.6878008,2,Shuttle_CR,1,378233,378237,2,3,0
2495,1.3461783,103.6874273,2,Shuttle_CR,1,378233,378237,2,3,1
2496,1.346588,103.6869577,2,Shuttle_CR,1,378233,378237,2,3,2
2497,1.3467578,103.6867575,2,Shuttle_CR,1,378233,378237,2,3,3
2498,1.3468585,103.686662,2,Shuttle_CR,1,378233,378237,2,3,4
2499,1.3469695,103.6865849,2,Shuttle_CR,1,378233,378237,2,3,5
2500,1.3470952,103.6865597,2,Shuttle_CR,1,378233,378237,2,3,6
2501,1.3473779,103.686551,2,Shuttle_CR,1,378233,378237,2,3,7
2502,1.3480601,103.686554,2,Shuttle_CR,1,378233,378237,2,3,8
2503,1.3482625,103.686559,2,Shuttle_CR,1,378233,378237,2,3,9
2504,1.3484894,103.6865012,2,Shuttle_CR,1,378233,378237,2,3,10
2505,1.348635,103.6863972,2,Shuttle_CR,1,378233,378237,2,3,11
2506,1.3487411,103.6862396,2,Shuttle_CR,1,378233,378237,2,3,12
2507,1.3488577,103.6859825,2,Shuttle_CR,1,378233,378237,2,3,13
2508,1.34890965,103.6858106,2,Shuttle_CR,1,378233,378237,2,3,14
2509,1.348946031,103.6856979,2,Shuttle_CR,1,378233,378237,2,3,15
2510,1.348946031,103.6856979,3,Shuttle_CR,1,378237,383011,3,4,0
2511,1.3489674,103.6856266,3,Shuttle_CR,1,378237,383011,3,4,1
2512,1.3490482,103.6854581,3,Shuttle_CR,1,378237,383011,3,4,2
2513,1.3490673,103.6854213,3,Shuttle_CR,1,378237,383011,3,4,3
2514,1.3492057,103.685278,3,Shuttle_CR,1,378237,383011,3,4,4
2515,1.3493319,103.6852022,3,Shuttle_CR,1,378237,383011,3,4,5
2516,1.3495225,103.6850701,3,Shuttle_CR,1,378237,383011,3,4,6
2517,1.349512,103.6850483,3,Shuttle_CR,1,378237,383011,3,4,7
2518,1.3495066,103.6850123,3,Shuttle_CR,1,378237,383011,3,4,8
2519,1.3495157,103.6849735,3,Shuttle_CR,1,378237,383011,3,4,9
2520,1.3495378,103.6849422,3,Shuttle_CR,1,378237,383011,3,4,10
2521,1.3492397,103.6845901,3,Shuttle_CR,1,378237,383011,3,4,11
2522,1.3490539,103.6843706,3,Shuttle_CR,1,378237,383011,3,4,12
2523,1.3485836,103.6837954,3,Shuttle_CR,1,378237,383011,3,4,13
2524,1.3484084,103.6837081,3,Shuttle_CR,1,378237,383011,3,4,14
2525,1.3482524,103.6836641,3,Shuttle_CR,1,378237,383011,3,4,15
2526,1.3481343,103.6836543,3,Shuttle_CR,1,378237,383011,3,4,16
2527,1.3480425,103.6836595,3,Shuttle_CR,1,378237,383011,3,4,17
2528,1.3479083,103.6836836,3,Shuttle_CR,1,378237,383011,3,4,18
2529,1.3473565,103.6837806,3,Shuttle_CR,1,378237,383011,3,4,19
2530,1.3471612,103.6838207,3,Shuttle_CR,1,378237,383011,3,4,20
2531,1.3470049,103.6838356,3,Shuttle_CR,1,378237,383011,3,4,21
2532,1.3468558,103.6838185,3,Shuttle_CR,1,378237,383011,3,4,22
2533,1.3468192,103.6837999,3,Shuttle_CR,1,378237,383011,3,4,23
2534,1.3466833,103.683731,3,Shuttle_CR,1,378237,383011,3,4,24
2535,1.3466622,103.6837165,3,Shuttle_CR,1,378237,383011,3,4,25
2536,1.3461569,103.6833693,3,Shuttle_CR,1,378237,383011,3,4,26
2537,1.3460396,103.6832745,3,Shuttle_CR,1,378237,383011,3,4,27
2538,1.3459272,103.6831837,3,Shuttle_CR,1,378237,383011,3,4,28
2539,1.3457688,103.6829214,3,Shuttle_CR,1,378237,383011,3,4,29
2540,1.345738996,103.6828494,3,Shuttle_CR,1,378237,383011,3,4,30
2541,1.345738996,103.6828494,4,Shuttle_CR,1,383011,383013,4,5,0
2542,1.3456343,103.6826353,4,Shuttle_CR,1,383011,383013,4,5,1
2543,1.345523,103.6824204,4,Shuttle_CR,1,383011,383013,4,5,2
2544,1.3453887,103.682268,4,Shuttle_CR,1,383011,383013,4,5,3
2545,1.3453495,103.6822362,4,Shuttle_CR,1,383011,383013,4,5,4
2546,1.3448935,103.6818663,4,Shuttle_CR,1,383011,383013,4,5,5
2547,1.3447376,103.6817475,4,Shuttle_CR,1,383011,383013,4,5,6
2548,1.34473045,103.6813516,4,Shuttle_CR,1,383011,383013,4,5,7
2549,1.3447233,103.6809556,4,Shuttle_CR,1,383011,383013,4,5,8
2550,1.344718,103.6808537,4,Shuttle_CR,1,383011,383013,4,5,9
2551,1.3447555,103.6807572,4,Shuttle_CR,1,383011,383013,4,5,10
2552,1.3448306,103.6807464,4,Shuttle_CR,1,383011,383013,4,5,11
2553,1.3448842,103.6808269,4,Shuttle_CR,1,383011,383013,4,5,12
2554,1.3448884,103.6808651,4,Shuttle_CR,1,383011,383013,4,5,13
2555,1.3448949,103.6809235,4,Shuttle_CR,1,383011,383013,4,5,14
2556,1.3448943,103.6813429,4,Shuttle_CR,1,383011,383013,4,5,15
2557,1.344891652,103.6815754,4,Shuttle_CR,1,383011,383013,4,5,16
2558,1.344891652,103.6815754,5,Shuttle_CR,1,383013,383014,5,6,0
2559,1.3448935,103.6818663,5,Shuttle_CR,1,383013,383014,5,6,1
2560,1.3453495,103.6822362,5,Shuttle_CR,1,383013,383014,5,6,2
2561,1.3453887,103.682268,5,Shuttle_CR,1,383013,383014,5,6,3
2562,1.345523,103.6824204,5,Shuttle_CR,1,383013,383014,5,6,4
2563,1.3456343,103.6826353,5,Shuttle_CR,1,383013,383014,5,6,5
2564,1.3457688,103.6829214,5,Shuttle_CR,1,383013,383014,5,6,6
2565,1.3459272,103.6831837,5,Shuttle_CR,1,383013,383014,5,6,7
2566,1.3460396,103.6832745,5,Shuttle_CR,1,383013,383014,5,6,8
2567,1.3461569,103.6833693,5,Shuttle_CR,1,383013,383014,5,6,9
2568,1.3466622,103.6837165,5,Shuttle_CR,1,383013,383014,5,6,10
2569,1.3466833,103.683731,5,Shuttle_CR,1,383013,383014,5,6,11
2570,1.3468192,103.6837999,5,Shuttle_CR,1,383013,383014,5,6,12
2571,1.3468558,103.6838185,5,Shuttle_CR,1,383013,383014,5,6,13
2572,1.3470049,103.6838356,5,Shuttle_CR,1,383013,383014,5,6,14
2573,1.3471612,103.6838207,5,Shuttle_CR,1,383013,383014,5,6,15
2574,1.3473565,103.6837806,5,Shuttle_CR,1,383013,383014,5,6,16
2575,1.3479083,103.6836836,5,Shuttle_CR,1,383013,383014,5,6,17
2576,1.3480425,103.6836595,5,Shuttle_CR,1,383013,383014,5,6,18
2577,1.3481343,103.6836543,5,Shuttle_CR,1,383013,383014,5,6,19
2578,1.3482524,103.6836641,5,Shuttle_CR,1,383013,383014,5,6,20
2579,1.3484084,103.6837081,5,Shuttle_CR,1,383013,383014,5,6,21
2580,1.3485836,103.6837954,5,Shuttle_CR,1,383013,383014,5,6,22
2581,1.3490539,103.6843706,5,Shuttle_CR,1,383013,383014,5,6,23
2582,1.3492397,103.6845901,5,Shuttle_CR,1,383013,383014,5,6,24
2583,1.3495378,103.6849422,5,Shuttle_CR,1,383013,383014,5,6,25
2584,1.3495715,103.6849208,5,Shuttle_CR,1,383013,383014,5,6,26
2585,1.3496119,103.6849141,5,Shuttle_CR,1,383013,383014,5,6,27
2586,1.3496408,103.6849195,5,Shuttle_CR,1,383013,383014,5,6,28
2587,1.3496755,103.6849399,5,Shuttle_CR,1,383013,383014,5,6,29
2588,1.3497005,103.6849741,5,Shuttle_CR,1,383013,383014,5,6,30
2589,1.3497082,103.6850309,5,Shuttle_CR,1,383013,383014,5,6,31
2590,1.3497006,103.6850567,5,Shuttle_CR,1,383013,383014,5,6,32
2591,1.3496875,103.6850784,5,Shuttle_CR,1,383013,383014,5,6,33
2592,1.3496617,103.6851014,5,Shuttle_CR,1,383013,383014,5,6,34
2593,1.3496234,103.6851157,5,Shuttle_CR,1,383013,383014,5,6,35
2594,1.3495794,103.6851128,5,Shuttle_CR,1,383013,383014,5,6,36
2595,1.3495572,103.6851032,5,Shuttle_CR,1,383013,383014,5,6,37
2596,1.3495225,103.6850701,5,Shuttle_CR,1,383013,383014,5,6,38
2597,1.3493319,103.6852022,5,Shuttle_CR,1,383013,383014,5,6,39
2598,1.3492057,103.685278,5,Shuttle_CR,1,383013,383014,5,6,40
2599,1.3490673,103.6854213,5,Shuttle_CR,1,383013,383014,5,6,41
2600,1.3490482,103.6854581,5,Shuttle_CR,1,383013,383014,5,6,42
2601,1.349042564,103.685478,5,Shuttle_CR,1,383013,383014,5,6,43
2602,1.349042564,103.685478,6,Shuttle_CR,1,383014,377906,6,1,0
2603,1.3489674,103.6856266,6,Shuttle_CR,1,383014,377906,6,1,1
2604,1.3489616,103.6856387,6,Shuttle_CR,1,383014,377906,6,1,2
2605,1.3488577,103.6859825,6,Shuttle_CR,1,383014,377906,6,1,3
2606,1.3487411,103.6862396,6,Shuttle_CR,1,383014,377906,6,1,4
2607,1.348635,103.6863972,6,Shuttle_CR,1,383014,377906,6,1,5
2608,1.3484894,103.6865012,6,Shuttle_CR,1,383014,377906,6,1,6
2609,1.3482625,103.686559,6,Shuttle_CR,1,383014,377906,6,1,7
2610,1.3480601,103.686554,6,Shuttle_CR,1,383014,377906,6,1,8
2611,1.3473779,103.686551,6,Shuttle_CR,1,383014,377906,6,1,9
2612,1.3470952,103.6865597,6,Shuttle_CR,1,383014,377906,6,1,10
2613,1.3469695,103.6865849,6,Shuttle_CR,1,383014,377906,6,1,11
2614,1.3468585,103.686662,6,Shuttle_CR,1,383014,377906,6,1,12
2615,1.3467578,103.6867575,6,Shuttle_CR,1,383014,377906,6,1,13
2616,1.346588,103.6869577,6,Shuttle_CR,1,383014,377906,6,1,14
2617,1.3461783,103.6874273,6,Shuttle_CR,1,383014,377906,6,1,15
2618,1.3456837,103.6878628,6,Shuttle_CR,1,383014,377906,6,1,16
2619,1.3452394,103.6881607,6,Shuttle_CR,1,383014,377906,6,1,17
2620,1.3450084,103.6882966,6,Shuttle_CR,1,383014,377906,6,1,18
2621,1.344981,103.6883994,6,Shuttle_CR,1,383014,377906,6,1,19
2622,1.3449874,103.6885074,6,Shuttle_CR,1,383014,377906,6,1,20
2623,1.3449955,103.6885625,6,Shuttle_CR,1,383014,377906,6,1,21
2624,1.3455375,103.6891683,6,Shuttle_CR,1,383014,377906,6,1,22
2625,1.3458167,103.6894832,6,Shuttle_CR,1,383014,377906,6,1,23
2626,1.3460229,103.6896598,6,Shuttle_CR,1,383014,377906,6,1,24
2627,1.3461722,103.6897343,6,Shuttle_CR,1,383014,377906,6,1,25
2628,1.346247,103.6897588,6,Shuttle_CR,1,383014,377906,6,1,26
2629,1.3463182,103.6897646,6,Shuttle_CR,1,383014,377906,6,1,27
2630,1.3465127,103.6897658,6,Shuttle_CR,1,383014,377906,6,1,28
2631,1.3467104,103.6897634,6,Shuttle_CR,1,383014,377906,6,1,29
2632,1.3468773,103.6897599,6,Shuttle_CR,1,383014,377906,6,1,30
2633,1.3468884,103.6897156,6,Shuttle_CR,1,383014,377906,6,1,31
2634,1.3469083,103.6896927,6,Shuttle_CR,1,383014,377906,6,1,32
2635,1.3469354,103.6896794,6,Shuttle_CR,1,383014,377906,6,1,33
2636,1.3469656,103.6896775,6,Shuttle_CR,1,383014,377906,6,1,34
2637,1.3469942,103.6896875,6,Shuttle_CR,1,383014,377906,6,1,35
2638,1.3470166,103.6897078,6,Shuttle_CR,1,383014,377906,6,1,36
2639,1.3470295,103.6897351,6,Shuttle_CR,1,383014,377906,6,1,37
2640,1.3470309,103.6897655,6,Shuttle_CR,1,383014,377906,6,1,38
2641,1.3470203,103.689794,6,Shuttle_CR,1,383014,377906,6,1,39
2642,1.3469995,103.6898161,6,Shuttle_CR,1,383014,377906,6,1,40
2643,1.3470084,103.689934,6,Shuttle_CR,1,383014,377906,6,1,41
2644,1.3470205,103.6900455,6,Shuttle_CR,1,383014,377906,6,1,42
2645,1.347024,103.690123,6,Shuttle_CR,1,383014,377906,6,1,43
2646,1.3470118,103.6901877,6,Shuttle_CR,1,383014,377906,6,1,44
2647,1.3469718,103.6902649,6,Shuttle_CR,1,383014,377906,6,1,45
2648,1.3469104,103.690306,6,Shuttle_CR,1,383014,377906,6,1,46
2649,1.346616,103.6904106,6,Shuttle_CR,1,383014,377906,6,1,47
2650,1.3461494,103.6905932,6,Shuttle_CR,1,383014,377906,6,1,48
2651,1.3457908,103.6907513,6,Shuttle_CR,1,383014,377906,6,1,49
2652,1.3454735,103.6908857,6,Shuttle_CR,1,383014,377906,6,1,50
2653,1.3454469,103.6908969,6,Shuttle_CR,1,383014,377906,6,1,51
2654,1.3450665,103.6911061,6,Shuttle_CR,1,383014,377906,6,1,52
2655,1.3443691,103.6915392,6,Shuttle_CR,1,383014,377906,6,1,53
2656,1.3430877,103.6925818,6,Shuttle_CR,1,383014,377906,6,1,54
2657,1.3426025,103.6929683,6,Shuttle_CR,1,383014,377906,6,1,55
2658,1.3421435,103.6933341,6,Shuttle_CR,1,383014,377906,6,1,56
2659,1.3420932,103.6933723,6,Shuttle_CR,1,383014,377906,6,1,57
2660,1.341855,103.693567,6,Shuttle_CR,1,383014,377906,6,1,58
2661,1.3410584,103.6942177,6,Shuttle_CR,1,383014,377906,6,1,59
2662,1.3405227,103.6946369,6,Shuttle_CR,1,383014,377906,6,1,60
2663,1.3399472,103.6949933,6,Shuttle_CR,1,383014,377906,6,1,61
2664,1.3398485,103.6950504,6,Shuttle_CR,1,383014,377906,6,1,62
2665,1.3396001,103.6951852,6,Shuttle_CR,1,383014,377906,6,1,63
2666,1.3394177,103.6952842,6,Shuttle_CR,1,383014,377906,6,1,64
2667,1.3390897,103.6954737,6,Shuttle_CR,1,383014,377906,6,1,65
2668,1.3387239,103.6956481,6,Shuttle_CR,1,383014,377906,6,1,66
2669,1.3381348,103.6958638,6,Shuttle_CR,1,383014,377906,6,1,67
2670,1.3376741,103.6960139,6,Shuttle_CR,1,383014,377906,6,1,68
